,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Customer_ID,Frequency,Monetary,LastPurchaseDate,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
14456,947,3017.28,12/4/2011,6,5,5,5,555,Champions
13848,10,3015,9/8/2011,93,4,2,5,425,New Customers
12754,63,3010.74,4/18/2011,236,3,5,5,355,Loyal Customers
16718,177,3006.08,12/5/2010,370,3,5,5,355,Loyal Customers
14621,159,3000.57,12/8/2011,2,5,5,5,555,Champions
13635,162,2999.16,10/3/2011,68,4,5,5,455,Champions
15810,166,2999.04,9/22/2011,79,4,5,5,455,Champions
15182,125,2998.952,7/8/2011,155,3,5,5,355,Loyal Customers
15611,94,2997.28,11/30/2011,10,5,5,5,555,Champions
14161,277,2996.93,5/8/2011,216,3,5,5,355,Loyal Customers
12457,84,2995.91,10/4/2011,67,4,5,5,455,Champions
14590,202,2993.37,10/11/2010,425,2,5,5,255,At Risk
15687,166,2993.1,12/1/2011,9,5,5,5,555,Champions
14344,230,2993.05,8/4/2011,128,3,5,5,355,Loyal Customers
15681,88,2989.7,11/14/2011,26,5,5,5,555,Champions
12374,83,2989.22,11/14/2011,26,5,5,5,555,Champions
18241,159,2986.99,11/30/2011,10,5,5,5,555,Champions
14226,97,2985.13,11/11/2011,29,4,5,5,455,Champions
17032,237,2984.32,6/10/2010,548,2,5,5,255,At Risk
16012,239,2978.59,11/4/2011,36,4,5,5,455,Champions
17655,111,2976.38,11/29/2011,11,5,5,5,555,Champions
12838,356,2975.91,11/6/2011,34,4,5,5,455,Champions
17692,162,2975.8,8/4/2011,128,3,5,5,355,Loyal Customers
12854,261,2970.97,9/22/2011,79,4,5,5,455,Champions
16120,92,2967.51,10/11/2011,60,4,5,5,455,Champions
15967,480,2966,11/16/2011,24,5,5,5,555,Champions
14506,398,2960.25,11/22/2011,18,5,5,5,555,Champions
15329,154,2958.83,10/31/2011,40,4,5,5,455,Champions
16416,186,2957.88,11/13/2011,27,4,5,5,455,Champions
13012,153,2957.83,11/30/2011,10,5,5,5,555,Champions
13110,252,2957.47,11/8/2011,32,4,5,5,455,Champions
16736,143,2956.56,7/22/2010,506,2,5,5,255,At Risk
14867,137,2952.06,6/7/2011,186,3,5,5,355,Loyal Customers
13253,75,2951.11,7/6/2011,157,3,5,5,355,Loyal Customers
12877,274,2942.14,12/6/2011,4,5,5,5,555,Champions
15757,193,2940.36,10/5/2011,66,4,5,5,455,Champions
17444,135,2940.04,7/15/2011,148,3,5,5,355,Loyal Customers
17588,71,2939.55,8/31/2011,101,3,5,5,355,Loyal Customers
14544,187,2938.53,11/15/2011,25,5,5,5,555,Champions
12967,65,2938.52,12/16/2010,359,3,5,5,355,Loyal Customers
12635,179,2930.41,9/11/2011,90,4,5,5,455,Champions
15312,163,2930.19,9/25/2011,76,4,5,5,455,Champions
13890,173,2927.38,12/8/2011,2,5,5,5,555,Champions
12906,63,2919.81,11/28/2011,12,5,5,5,555,Champions
16358,154,2919.65,12/8/2011,2,5,5,5,555,Champions
13764,370,2919.62,9/30/2011,71,4,5,5,455,Champions
15392,144,2911.62,12/5/2011,5,5,5,5,555,Champions
13784,43,2910.23,11/30/2011,10,5,5,5,555,Champions
14524,322,2909.86,11/8/2011,32,4,5,5,455,Champions
12438,98,2906.85,11/25/2011,15,5,5,5,555,Champions
14233,73,2904.27,10/21/2011,50,4,5,5,455,Champions
14293,119,2903.01,12/6/2011,4,5,5,5,555,Champions
16383,400,2896.69,9/26/2011,75,4,5,5,455,Champions
17242,84,2889.28,8/23/2011,109,3,5,5,355,Loyal Customers
13501,114,2885.11,2/24/2011,289,3,5,5,355,Loyal Customers
16633,152,2883.1,11/22/2011,18,5,5,5,555,Champions
14251,78,2879.7,12/8/2011,2,5,5,5,555,Champions
12806,67,2878.96,9/30/2010,436,2,5,5,255,At Risk
18170,126,2878,11/6/2011,34,4,5,5,455,Champions
14005,84,2874.72,11/30/2011,10,5,5,5,555,Champions
15043,51,2870.32,11/8/2011,32,4,5,5,455,Champions
16467,24,2869.16,7/19/2010,509,2,5,5,255,At Risk
16711,33,2868.48,12/6/2011,4,5,5,5,555,Champions
16229,176,2867.86,9/13/2011,88,4,5,5,455,Champions
17961,630,2866.74,11/18/2011,22,5,5,5,555,Champions
14758,136,2864.97,7/18/2011,145,3,5,5,355,Loyal Customers
16755,319,2864.68,8/17/2011,115,3,5,5,355,Loyal Customers
16062,185,2863.45,11/30/2011,10,5,5,5,555,Champions
12685,157,2863.08,11/11/2011,29,4,5,5,455,Champions
14875,89,2862.4,8/24/2011,108,3,5,5,355,Loyal Customers
13963,165,2860.57,2/4/2011,309,3,5,5,355,Loyal Customers
16979,129,2859.74,12/6/2011,4,5,5,5,555,Champions
15563,257,2859.46,11/17/2011,23,5,5,5,555,Champions
16225,300,2859.31,10/26/2011,45,4,5,5,455,Champions
13728,164,2855.17,11/3/2011,37,4,5,5,455,Champions
12352,103,2849.84,11/3/2011,37,4,5,5,455,Champions
14935,26,2849.83,2/15/2011,298,3,5,5,355,Loyal Customers
12676,107,2843.09,11/15/2011,25,5,5,5,555,Champions
16554,167,2841.72,10/28/2011,43,4,5,5,455,Champions
14711,345,2839.62,11/29/2011,11,5,5,5,555,Champions
14842,145,2824.69,10/27/2011,44,4,5,5,455,Champions
15797,12,2821.08,8/18/2011,114,3,2,5,325,Others
16775,259,2820.84,11/29/2011,11,5,5,5,555,Champions
17228,327,2820.03,11/24/2011,16,5,5,5,555,Champions
13477,157,2819.17,11/2/2011,38,4,5,5,455,Champions
13032,207,2815.96,10/18/2011,53,4,5,5,455,Champions
17386,38,2812.77,12/2/2011,8,5,5,5,555,Champions
16871,137,2812.34,11/17/2011,23,5,5,5,555,Champions
13799,106,2803.57,8/15/2011,117,3,5,5,355,Loyal Customers
13205,1,2803.2,9/22/2010,444,2,2,5,225,Lost
12826,157,2800.75,12/7/2011,3,5,5,5,555,Champions
16742,104,2799.87,10/24/2011,47,4,5,5,455,Champions
13330,117,2796.1,9/8/2011,93,4,5,5,455,Champions
14903,350,2795.33,11/18/2011,22,5,5,5,555,Champions
14035,145,2794.75,11/11/2011,29,4,5,5,455,Champions
15353,360,2794.47,3/30/2011,255,3,5,5,355,Loyal Customers
12863,48,2792.55,10/18/2011,53,4,5,5,455,Champions
17530,477,2791.69,12/8/2011,2,5,5,5,555,Champions
16764,700,2790.95,12/6/2011,4,5,5,5,555,Champions
17284,373,2788.06,10/10/2011,61,4,5,5,455,Champions
15073,159,2788.02,11/30/2011,10,5,5,5,555,Champions
17552,143,2786.77,10/10/2011,61,4,5,5,455,Champions
13719,248,2783.08,11/24/2011,16,5,5,5,555,Champions
14121,159,2780.15,12/6/2011,4,5,5,5,555,Champions
17790,302,2779.41,11/13/2011,27,4,5,5,455,Champions
14869,244,2778.14,12/1/2011,9,5,5,5,555,Champions
15993,543,2777.67,12/1/2011,9,5,5,5,555,Champions
16104,232,2774.46,10/9/2011,62,4,5,5,455,Champions
17031,50,2773.85,11/28/2011,12,5,5,5,555,Champions
15235,178,2772.76,5/6/2011,218,3,5,5,355,Loyal Customers
15965,332,2771.94,11/22/2011,18,5,5,5,555,Champions
13695,96,2770.73,11/8/2011,32,4,5,5,455,Champions
18210,144,2768.83,12/8/2011,2,5,5,5,555,Champions
15817,152,2766.4,10/15/2010,421,2,5,5,255,At Risk
13813,143,2765.47,10/31/2011,40,4,5,5,455,Champions
16407,225,2761.65,11/27/2011,13,5,5,5,555,Champions
17115,120,2761.49,12/1/2011,9,5,5,5,555,Champions
17368,226,2758.29,11/16/2011,24,5,5,5,555,Champions
16335,361,2753.52,6/6/2010,552,2,5,5,255,At Risk
17870,272,2753.29,12/7/2011,3,5,5,5,555,Champions
13736,554,2752.47,12/4/2011,6,5,5,5,555,Champions
17490,116,2750.5,12/9/2011,1,5,5,5,555,Champions
14665,132,2749.65,10/10/2011,61,4,5,5,455,Champions
12982,178,2744.81,4/11/2011,243,3,5,5,355,Loyal Customers
12669,101,2744.03,7/12/2011,151,3,5,5,355,Loyal Customers
15841,92,2742.41,9/28/2011,73,4,5,5,455,Champions
13077,330,2740.65,12/8/2011,2,5,5,5,555,Champions
17241,170,2736.64,11/19/2010,386,2,5,5,255,At Risk
15389,6,2733.8,6/20/2011,173,3,2,5,325,Others
12986,102,2729.84,10/7/2010,429,2,5,5,255,At Risk
15596,155,2727.72,8/31/2011,101,3,5,5,355,Loyal Customers
12739,89,2726.73,9/22/2011,79,4,5,5,455,Champions
12391,267,2724.84,11/18/2011,22,5,5,5,555,Champions
14404,181,2724.13,11/6/2011,34,4,5,5,455,Champions
16190,119,2723.55,10/30/2011,41,4,5,5,455,Champions
14125,166,2720.63,11/29/2011,11,5,5,5,555,Champions
14808,231,2718.6,10/31/2011,40,4,5,5,455,Champions
15985,104,2715.28,8/8/2011,124,3,5,5,355,Loyal Customers
16232,105,2712.97,10/27/2011,44,4,5,5,455,Champions
17884,406,2698.47,12/6/2011,4,5,5,5,555,Champions
16359,125,2697.75,12/2/2011,8,5,5,5,555,Champions
18173,45,2696.36,9/14/2011,87,4,5,5,455,Champions
12820,159,2689.52,12/6/2011,4,5,5,5,555,Champions
16086,129,2687.73,10/11/2011,60,4,5,5,455,Champions
14748,159,2681.9,11/10/2011,30,4,5,5,455,Champions
17388,55,2675.37,9/23/2011,78,4,5,5,455,Champions
16434,180,2673.69,11/10/2011,30,4,5,5,455,Champions
17720,132,2666.91,11/13/2011,27,4,5,5,455,Champions
18283,938,2664.9,12/6/2011,4,5,5,5,555,Champions
15910,620,2661.17,12/9/2011,1,5,5,5,555,Champions
13473,70,2657.76,10/10/2011,61,4,5,5,455,Champions
15671,78,2657.13,11/21/2011,19,5,5,5,555,Champions
16369,169,2656.56,11/21/2011,19,5,5,5,555,Champions
15157,152,2654.11,12/6/2011,4,5,5,5,555,Champions
14756,119,2653.76,11/24/2011,16,5,5,5,555,Champions
17744,151,2649.14,12/6/2011,4,5,5,5,555,Champions
12516,74,2648.62,9/23/2011,78,4,5,5,455,Champions
13203,169,2648.25,11/30/2011,10,5,5,5,555,Champions
16618,96,2647.59,11/8/2011,32,4,5,5,455,Champions
13819,101,2642.35,2/11/2011,302,3,5,5,355,Loyal Customers
15814,98,2634.44,11/23/2011,17,5,5,5,555,Champions
12520,152,2634.26,9/21/2011,80,4,5,5,455,Champions
14410,385,2631.9,9/8/2011,93,4,5,5,455,Champions
16276,26,2629.39,6/16/2011,177,3,5,5,355,Loyal Customers
17470,155,2626.47,10/26/2011,45,4,5,5,455,Champions
13422,127,2626.3,10/6/2011,65,4,5,5,455,Champions
13644,146,2624.26,11/23/2011,17,5,5,5,555,Champions
12671,45,2622.481,4/12/2010,607,2,5,5,255,At Risk
12423,165,2622.39,12/9/2011,1,5,5,5,555,Champions
15142,142,2619.92,10/24/2011,47,4,5,5,455,Champions
13211,201,2618.77,11/29/2011,11,5,5,5,555,Champions
14262,143,2618.23,12/1/2011,9,5,5,5,555,Champions
14195,16,2615.6,5/22/2011,202,3,2,5,325,Others
14431,81,2614.2,2/10/2011,303,3,5,5,355,Loyal Customers
14397,87,2612.96,12/7/2011,3,5,5,5,555,Champions
14564,107,2605.62,10/1/2010,435,2,5,5,255,At Risk
15660,151,2603.69,11/14/2011,26,5,5,5,555,Champions
17317,9,2600.34,10/24/2011,47,4,2,5,425,New Customers
15826,119,2598.28,10/14/2011,57,4,5,5,455,Champions
13700,240,2596.97,11/13/2011,27,4,5,5,455,Champions
12412,127,2596.93,9/26/2011,75,4,5,5,455,Champions
14163,58,2594.62,9/13/2011,88,4,5,5,455,Champions
14229,72,2594.04,10/19/2011,52,4,5,5,455,Champions
17043,199,2593.65,11/7/2011,33,4,5,5,455,Champions
14129,109,2591.34,12/8/2011,2,5,5,5,555,Champions
14147,30,2590.2,9/22/2011,79,4,5,5,455,Champions
16206,240,2589.87,10/16/2011,55,4,5,5,455,Champions
15062,159,2585.62,9/29/2011,72,4,5,5,455,Champions
12592,81,2582.66,9/8/2011,93,4,5,5,455,Champions
16499,144,2578.34,12/14/2010,361,3,5,5,355,Loyal Customers
17095,137,2572.25,11/17/2011,23,5,5,5,555,Champions
17002,84,2571.55,9/15/2011,86,4,5,5,455,Champions
15434,134,2567.06,12/1/2011,9,5,5,5,555,Champions
16817,141,2560.7,12/7/2011,3,5,5,5,555,Champions
13192,162,2558.58,9/5/2011,96,4,5,5,455,Champions
15033,501,2557.18,12/5/2011,5,5,5,5,555,Champions
16036,140,2556.84,9/13/2011,88,4,5,5,455,Champions
13862,160,2556.09,11/21/2011,19,5,5,5,555,Champions
16115,419,2553.8,11/30/2011,10,5,5,5,555,Champions
14745,140,2551.41,8/19/2011,113,3,5,5,355,Loyal Customers
18179,109,2547.55,11/30/2011,10,5,5,5,555,Champions
17465,142,2542.79,10/10/2010,426,2,5,5,255,At Risk
14548,110,2541.29,7/12/2011,151,3,5,5,355,Loyal Customers
17463,316,2535.26,11/23/2011,17,5,5,5,555,Champions
13623,284,2533.06,11/9/2011,31,4,5,5,455,Champions
15906,201,2530.19,11/20/2011,20,5,5,5,555,Champions
14659,253,2529.93,12/1/2011,9,5,5,5,555,Champions
16889,217,2526.65,5/29/2011,195,3,5,5,355,Loyal Customers
14790,145,2526.62,11/23/2011,17,5,5,5,555,Champions
16987,261,2521.4,12/6/2011,4,5,5,5,555,Champions
15862,498,2512.29,12/1/2011,9,5,5,5,555,Champions
13344,116,2511.69,10/3/2011,68,4,5,5,455,Champions
17101,73,2507.05,11/29/2011,11,5,5,5,555,Champions
17550,321,2506.64,5/26/2011,198,3,5,5,355,Loyal Customers
12978,163,2502.82,11/19/2010,386,2,5,5,255,At Risk
16202,124,2501.99,12/14/2010,361,3,5,5,355,Loyal Customers
13471,254,2501.84,12/8/2011,2,5,5,5,555,Champions
15021,623,2500.59,12/1/2011,9,5,5,5,555,Champions
15747,216,2499.81,11/27/2011,13,5,5,5,555,Champions
17594,104,2497.88,9/15/2011,86,4,5,5,455,Champions
15932,115,2495.87,12/5/2011,5,5,5,5,555,Champions
13414,55,2494.14,7/29/2011,134,3,5,5,355,Loyal Customers
14541,175,2491.38,10/12/2011,59,4,5,5,455,Champions
17262,19,2488.76,10/18/2011,53,4,2,5,425,New Customers
15227,120,2488.49,11/3/2011,37,4,5,5,455,Champions
15117,131,2485.97,11/25/2011,15,5,5,5,555,Champions
15716,286,2485.26,7/17/2011,146,3,5,5,355,Loyal Customers
12517,279,2481.6,11/11/2011,29,4,5,5,455,Champions
13507,162,2479.16,12/6/2011,4,5,5,5,555,Champions
13588,174,2478.95,11/24/2011,16,5,5,5,555,Champions
13134,121,2475.23,9/15/2011,86,4,5,5,455,Champions
14696,154,2473.28,12/5/2011,5,5,5,5,555,Champions
13762,35,2472.48,5/5/2011,219,3,5,5,355,Loyal Customers
12924,74,2469.4,9/12/2011,89,4,5,5,455,Champions
14421,96,2469.37,10/13/2011,58,4,5,5,455,Champions
17288,288,2468.43,11/30/2011,10,5,5,5,555,Champions
17164,144,2467.35,11/7/2011,33,4,5,5,455,Champions
13151,158,2465.21,2/17/2011,296,3,5,5,355,Loyal Customers
17131,134,2463.17,12/4/2011,6,5,5,5,555,Champions
14256,133,2460.79,3/24/2011,261,3,5,5,355,Loyal Customers
17629,156,2455.52,12/4/2011,6,5,5,5,555,Champions
17676,148,2448.64,12/5/2011,5,5,5,5,555,Champions
12701,147,2446.41,9/21/2011,80,4,5,5,455,Champions
13338,128,2445.62,7/5/2011,158,3,5,5,355,Loyal Customers
17320,152,2444.85,8/31/2011,101,3,5,5,355,Loyal Customers
15111,135,2442.37,11/10/2011,30,4,5,5,455,Champions
17348,443,2442.29,11/25/2011,15,5,5,5,555,Champions
18171,92,2437.31,10/12/2011,59,4,5,5,455,Champions
15623,108,2437.05,7/21/2011,142,3,5,5,355,Loyal Customers
17505,102,2435.48,7/1/2011,162,3,5,5,355,Loyal Customers
13085,84,2433.28,7/5/2011,158,3,5,5,355,Loyal Customers
14502,608,2429.83,11/20/2011,20,5,5,5,555,Champions
15077,32,2428.08,8/2/2010,495,2,5,5,255,At Risk
13949,160,2427.32,12/7/2011,3,5,5,5,555,Champions
12733,157,2424.87,4/19/2011,235,3,5,5,355,Loyal Customers
15215,113,2422.43,10/24/2011,47,4,5,5,455,Champions
15089,145,2420.84,11/29/2011,11,5,5,5,555,Champions
15489,114,2419.61,11/17/2011,23,5,5,5,555,Champions
13878,102,2416.9,10/16/2011,55,4,5,5,455,Champions
16040,125,2416.9,10/5/2011,66,4,5,5,455,Champions
16470,468,2416.85,10/19/2011,52,4,5,5,455,Champions
12802,138,2416.42,6/6/2011,187,3,5,5,355,Loyal Customers
13118,148,2415.41,11/20/2011,20,5,5,5,555,Champions
14205,123,2414.2,11/23/2011,17,5,5,5,555,Champions
12397,126,2409.9,11/4/2011,36,4,5,5,455,Champions
16833,92,2409.04,12/8/2011,2,5,5,5,555,Champions
16163,68,2407.98,4/21/2011,233,3,5,5,355,Loyal Customers
15341,24,2402.72,9/20/2011,81,4,5,5,455,Champions
13173,216,2399.82,12/5/2011,5,5,5,5,555,Champions
15793,30,2399.57,11/25/2011,15,5,5,5,555,Champions
12393,107,2399.45,9/28/2011,73,4,5,5,455,Champions
14414,118,2399.33,9/9/2011,92,4,5,5,455,Champions
16147,136,2398.91,7/29/2011,134,3,5,5,355,Loyal Customers
17921,360,2394.36,10/6/2011,65,4,5,5,455,Champions
16812,115,2392,12/14/2010,361,3,5,5,355,Loyal Customers
15366,138,2389.08,9/25/2011,76,4,5,5,455,Champions
16105,110,2386.19,4/5/2011,249,3,5,5,355,Loyal Customers
16638,138,2380.13,11/17/2011,23,5,5,5,555,Champions
17827,281,2376.17,12/4/2011,6,5,5,5,555,Champions
17434,134,2373.82,12/7/2011,3,5,5,5,555,Champions
13908,122,2369.55,9/21/2011,80,4,5,5,455,Champions
17623,194,2365.77,11/7/2011,33,4,5,5,455,Champions
16005,484,2365.49,11/27/2011,13,5,5,5,555,Champions
14496,106,2363.89,2/1/2011,312,3,5,5,355,Loyal Customers
14295,72,2362.91,10/30/2011,41,4,5,5,455,Champions
16676,133,2361.9,11/6/2011,34,4,5,5,455,Champions
15860,343,2361.3,10/30/2011,41,4,5,5,455,Champions
17634,296,2358.59,11/3/2011,37,4,5,5,455,Champions
15015,294,2354.97,7/26/2010,502,2,5,5,255,At Risk
17969,204,2354.29,6/26/2011,167,3,5,5,355,Loyal Customers
14810,301,2354.03,10/30/2011,41,4,5,5,455,Champions
16083,71,2351.42,8/31/2011,101,3,5,5,355,Loyal Customers
16085,375,2341.03,11/16/2011,24,5,5,5,555,Champions
12704,88,2340.84,12/2/2011,8,5,5,5,555,Champions
17591,176,2339.32,9/27/2011,74,4,5,5,455,Champions
12584,96,2338.15,12/6/2011,4,5,5,5,555,Champions
15549,161,2334.16,9/23/2011,78,4,5,5,455,Champions
13614,264,2332.74,11/15/2011,25,5,5,5,555,Champions
16496,138,2330.77,12/1/2011,9,5,5,5,555,Champions
17313,24,2328.84,11/8/2011,32,4,5,5,455,Champions
17004,69,2324.36,10/24/2011,47,4,5,5,455,Champions
14938,71,2322.43,5/26/2010,563,2,5,5,255,At Risk
13091,45,2321.82,11/11/2011,29,4,5,5,455,Champions
13055,154,2321.11,9/22/2011,79,4,5,5,455,Champions
16628,125,2318.1,11/10/2011,30,4,5,5,455,Champions
12724,129,2317.52,12/4/2011,6,5,5,5,555,Champions
12948,125,2317.43,11/23/2011,17,5,5,5,555,Champions
14346,146,2315.75,8/11/2011,121,3,5,5,355,Loyal Customers
17193,44,2310.04,11/4/2011,36,4,5,5,455,Champions
17282,204,2308.54,8/1/2011,131,3,5,5,355,Loyal Customers
13704,134,2308.06,12/4/2011,6,5,5,5,555,Champions
17113,158,2305.59,5/14/2010,575,2,5,5,255,At Risk
17894,402,2304.58,9/29/2011,72,4,5,5,455,Champions
15946,26,2304.18,7/25/2010,503,2,5,5,255,At Risk
14555,117,2304.03,10/13/2011,58,4,5,5,455,Champions
18095,48,2303.09,1/31/2011,313,3,5,5,355,Loyal Customers
16077,8,2300.4,3/24/2010,626,2,2,5,225,Lost
16531,138,2298.33,11/17/2011,23,5,5,5,555,Champions
13371,92,2297.66,7/22/2010,506,2,5,5,255,At Risk
12599,133,2296.72,11/10/2011,30,4,5,5,455,Champions
12649,118,2294.65,8/24/2011,108,3,5,5,355,Loyal Customers
13280,205,2293.33,8/9/2011,123,3,5,5,355,Loyal Customers
13059,198,2291.77,4/4/2011,250,3,5,5,355,Loyal Customers
17047,142,2289.23,9/15/2011,86,4,5,5,455,Champions
17018,37,2287.7,10/30/2011,41,4,5,5,455,Champions
16485,144,2287.19,9/23/2011,78,4,5,5,455,Champions
14481,150,2284.69,6/28/2011,165,3,5,5,355,Loyal Customers
12684,105,2283.63,12/2/2011,8,5,5,5,555,Champions
18051,55,2282.28,3/15/2010,635,2,5,5,255,At Risk
13655,119,2280.51,8/17/2011,115,3,5,5,355,Loyal Customers
14554,203,2279.49,11/29/2011,11,5,5,5,555,Champions
13994,148,2274.14,12/6/2011,4,5,5,5,555,Champions
17994,306,2270.03,8/10/2011,122,3,5,5,355,Loyal Customers
12725,106,2266.76,12/3/2010,372,3,5,5,355,Loyal Customers
15638,25,2265.2,11/26/2010,379,3,5,5,355,Loyal Customers
15734,43,2263.3,8/17/2011,115,3,5,5,355,Loyal Customers
13652,141,2262.05,10/25/2011,46,4,5,5,455,Champions
13814,79,2257.32,9/8/2011,93,4,5,5,455,Champions
13117,162,2255.66,11/18/2011,22,5,5,5,555,Champions
16350,122,2253.89,11/18/2011,22,5,5,5,555,Champions
17414,21,2249.52,10/27/2011,44,4,5,5,455,Champions
14432,377,2248.5,11/30/2011,10,5,5,5,555,Champions
14644,62,2247.72,10/3/2011,68,4,5,5,455,Champions
16177,118,2247.31,10/20/2011,51,4,5,5,455,Champions
16174,65,2246.75,8/5/2011,127,3,5,5,355,Loyal Customers
16883,267,2246.06,6/5/2011,188,3,5,5,355,Loyal Customers
13627,129,2245.9,10/11/2011,60,4,5,5,455,Champions
16042,129,2245.32,11/17/2011,23,5,5,5,555,Champions
13407,85,2244.7,5/10/2010,579,2,5,5,255,At Risk
16823,173,2243.09,4/26/2011,228,3,5,5,355,Loyal Customers
14462,281,2242.81,10/4/2011,67,4,5,5,455,Champions
15865,126,2241.42,10/30/2011,41,4,5,5,455,Champions
15629,77,2240.9,9/15/2010,451,2,5,5,255,At Risk
16551,88,2237.12,9/5/2011,96,3,5,5,355,Loyal Customers
17180,400,2236.77,10/14/2011,57,4,5,5,455,Champions
17075,199,2236.63,11/22/2011,18,5,5,5,555,Champions
16108,135,2235.92,9/16/2011,85,4,5,5,455,Champions
16076,129,2234.73,12/6/2011,4,5,5,5,555,Champions
13662,136,2233.61,9/15/2011,86,4,5,5,455,Champions
18215,89,2232.49,9/11/2011,90,4,5,5,455,Champions
14449,483,2230.96,11/21/2011,19,5,5,5,555,Champions
12783,84,2225.91,12/7/2011,3,5,5,5,555,Champions
13365,128,2225.37,11/6/2011,34,4,5,5,455,Champions
14321,179,2218.06,11/29/2011,11,5,5,5,555,Champions
17648,125,2216.37,10/10/2011,61,4,5,5,455,Champions
18177,99,2216.32,11/8/2011,32,4,5,5,455,Champions
13478,125,2215.78,8/27/2010,470,2,5,5,255,At Risk
13455,114,2212.99,11/15/2011,25,5,5,5,555,Champions
13320,149,2211.6,9/22/2011,79,4,5,5,455,Champions
15550,235,2211.05,12/5/2011,5,5,5,5,555,Champions
15476,79,2209.98,11/24/2010,381,2,5,5,255,At Risk
14177,205,2209.69,9/14/2011,87,4,5,5,455,Champions
13094,29,2209.44,11/18/2011,22,5,5,5,555,Champions
14834,87,2206.16,11/22/2011,18,5,5,5,555,Champions
14467,303,2203.24,11/22/2011,18,5,5,5,555,Champions
13410,50,2201.96,11/15/2011,25,5,5,5,555,Champions
14006,77,2196.67,8/16/2011,116,3,5,5,355,Loyal Customers
15100,16,2193.9,1/10/2011,334,3,2,5,325,Others
16317,117,2192.51,8/12/2011,120,3,5,5,355,Loyal Customers
15934,29,2190.66,10/18/2010,418,2,5,5,255,At Risk
14212,21,2190.14,9/11/2011,90,4,5,5,455,Champions
14597,95,2184.63,11/28/2011,12,5,5,5,555,Champions
15864,23,2180.76,11/17/2011,23,5,5,5,555,Champions
17905,146,2178.87,9/29/2011,72,4,5,5,455,Champions
17324,145,2171.07,11/22/2011,18,5,5,5,555,Champions
12856,311,2170.78,12/2/2011,8,5,5,5,555,Champions
12501,149,2169.39,1/7/2011,337,3,5,5,355,Loyal Customers
17732,122,2166.42,12/2/2010,373,3,5,5,355,Loyal Customers
14595,136,2164.45,11/20/2011,20,5,5,5,555,Champions
15944,38,2164.24,3/8/2011,277,3,5,5,355,Loyal Customers
14573,310,2163.12,6/13/2011,180,3,5,5,355,Loyal Customers
17822,169,2162.93,10/15/2010,421,2,5,5,255,At Risk
17460,137,2157.97,9/6/2011,95,4,5,5,455,Champions
14407,73,2157.73,8/24/2011,108,3,5,5,355,Loyal Customers
16379,108,2157.4,12/5/2011,5,5,5,5,555,Champions
13643,102,2156.77,11/8/2011,32,4,5,5,455,Champions
15426,429,2156.35,11/20/2011,20,5,5,5,555,Champions
13224,108,2155.95,10/10/2011,61,4,5,5,455,Champions
16966,28,2154.97,12/1/2011,9,5,5,5,555,Champions
16600,143,2153.41,12/5/2011,5,5,5,5,555,Champions
16275,111,2151.11,5/27/2011,197,3,5,5,355,Loyal Customers
14216,77,2150.04,12/6/2011,4,5,5,5,555,Champions
16716,8,2149.68,3/18/2011,267,3,2,5,325,Others
17272,114,2148.63,10/28/2011,43,4,5,5,455,Champions
16520,352,2148.38,6/6/2011,187,3,5,5,355,Loyal Customers
16004,90,2146.39,8/22/2010,475,2,5,5,255,At Risk
13152,135,2146.38,10/18/2010,418,2,5,5,255,At Risk
16134,116,2145.34,11/18/2011,22,5,5,5,555,Champions
18009,179,2144.23,4/18/2011,236,3,5,5,355,Loyal Customers
12576,142,2142.72,11/4/2011,36,4,5,5,455,Champions
13092,105,2140.28,9/30/2011,71,4,5,5,455,Champions
12687,126,2138.91,8/16/2010,481,2,5,5,255,At Risk
17029,29,2137.3,8/21/2011,111,3,5,5,355,Loyal Customers
17305,9,2135.46,3/1/2010,649,2,2,5,225,Lost
18116,564,2134.49,10/3/2011,68,4,5,5,455,Champions
12560,105,2134.01,12/4/2011,6,5,5,5,555,Champions
16493,111,2132.09,9/21/2011,80,4,5,5,455,Champions
13517,141,2128.42,10/11/2011,60,4,5,5,455,Champions
14634,109,2124.46,9/28/2010,438,2,5,5,255,At Risk
16807,142,2123.88,7/20/2011,143,3,5,5,355,Loyal Customers
16996,75,2123.61,11/9/2011,31,4,5,5,455,Champions
14472,309,2118.72,8/28/2011,104,3,5,5,355,Loyal Customers
14360,117,2118.03,11/8/2011,32,4,5,5,455,Champions
15658,102,2117.27,6/2/2011,191,3,5,5,355,Loyal Customers
14691,71,2114.33,11/9/2011,31,4,5,5,455,Champions
16201,124,2112.12,12/6/2011,4,5,5,5,555,Champions
16054,122,2111.88,7/17/2011,146,3,5,5,355,Loyal Customers
12997,107,2110.91,11/17/2011,23,5,5,5,555,Champions
14399,192,2108.21,11/10/2010,395,2,5,5,255,At Risk
13755,321,2108.06,12/6/2011,4,5,5,5,555,Champions
13610,399,2103.71,11/27/2011,13,5,5,5,555,Champions
15252,118,2103.41,11/3/2011,37,4,5,5,455,Champions
14276,121,2102.68,9/2/2011,99,3,5,5,355,Loyal Customers
14499,311,2101.79,11/13/2011,27,4,5,5,455,Champions
15815,49,2100.6,10/7/2011,64,4,5,5,455,Champions
12975,112,2100.09,9/29/2010,437,2,5,5,255,At Risk
17897,262,2099.89,6/20/2011,173,3,5,5,355,Loyal Customers
